duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,Action,Adventure,Comedy,Crime,Documentary,Drama,Family,Horror,Mystery,Romance,Sci-Fi,Thriller,facenumber_in_poster,language,country,content_rating,budget,actor_2_facebook_likes,aspect_ratio,imdb_score
87,0,563,13000,f,t,t,t,f,f,t,f,f,f,f,f,0,English,USA,PG,40000000,11000,1.85,good
103,65,311,11000,f,f,t,f,f,f,f,f,f,t,f,f,2,English,USA,PG-13,40000000,944,2.35,average
99,0,402,782,f,f,t,f,f,f,f,f,f,t,t,t,2,English,USA,PG-13,40000000,658,2.35,average
122,0,54,326,f,f,t,f,f,f,f,f,f,t,f,f,0,French,France,R,77000000,326,2.35,good
91,29,762,976,f,f,t,t,f,f,t,f,f,t,f,f,1,English,USA,PG,30000000,799,1.85,average
103,14,624,865,f,f,t,f,f,t,f,f,f,t,f,f,4,English,UK,R,60000000,826,1.85,average
107,42,171,875,f,f,f,f,f,t,f,f,f,t,f,f,3,English,USA,PG,40000000,596,2.35,average
106,22,613,2000,f,f,f,f,f,t,f,f,f,f,f,f,1,English,USA,PG-13,40000000,642,1.85,average
101,37,595,2000,f,f,f,t,f,f,f,t,f,f,f,t,1,English,UK,R,42000000,886,2.35,bad
109,80,835,14000,t,t,f,f,f,f,f,f,f,f,f,t,3,English,USA,PG-13,40000000,4000,2.35,average
110,118,287,11000,f,f,f,f,f,t,f,t,f,f,t,t,2,English,USA,PG-13,40000000,1000,2.35,average
89,0,500,1000,f,f,t,f,f,f,f,f,f,f,f,f,0,English,USA,PG-13,40000000,627,1.85,average
100,92,706,1000,f,f,t,f,f,t,f,f,f,f,f,f,2,English,USA,R,41117876,760,2.35,average
119,5,249,521,t,t,f,f,f,t,f,f,f,f,f,t,0,English,UK,PG,36000000,372,2.35,average
83,7,485,2000,t,f,f,f,f,f,f,f,f,f,t,f,0,English,USA,R,24000000,577,1.85,average
108,22,61,12000,t,f,f,f,f,f,f,t,t,f,t,t,0,English,Germany,R,33000000,2000,2.35,good
102,39,259,1000,f,f,f,f,f,t,f,f,t,f,t,t,4,English,USA,R,40000000,1000,1.85,average
93,18,443,3000,t,t,f,f,f,f,f,f,f,f,f,t,0,English,UK,PG-13,40000000,545,2.35,average
84,8,219,545,f,f,t,f,f,f,f,f,f,f,t,f,3,English,France,PG-13,40000000,248,2.35,average
107,0,167,11000,f,t,f,f,f,f,f,f,f,f,t,t,0,English,UK,R,26000000,372,2.35,good
91,48,39,61,f,f,t,f,f,t,f,f,f,f,f,f,8,English,USA,PG-13,40000000,46,2.35,average
94,0,379,795,f,t,t,f,f,f,f,f,f,t,f,f,1,English,USA,PG,40000000,754,1.85,average
115,180,87,1000,t,f,f,t,f,t,f,f,t,f,f,t,0,English,USA,R,40000000,535,2.35,average
93,13,173,15000,t,t,f,f,f,f,t,f,f,f,f,t,3,English,Germany,PG,40000000,460,2.35,average
105,154,502,884,f,f,f,f,f,t,f,f,t,f,f,t,0,English,USA,PG-13,20000000,617,1.85,good
107,34,472,11000,f,f,t,t,f,t,f,f,f,f,f,t,1,English,USA,PG-13,20000000,922,2.35,average
101,47,2,499,f,t,t,f,f,t,f,f,f,t,f,t,2,English,USA,R,25000000,3,2.35,good
111,0,385,1000,f,f,t,f,f,f,f,f,f,f,f,f,2,English,UK,PG,30000000,970,1.85,good
113,31,483,5000,t,f,f,f,f,t,f,f,f,t,f,f,2,Mandarin,International,R,40000000,755,2.35,good
112,44,533,1000,f,f,f,f,f,t,f,f,f,f,f,f,0,Other,France,R,25000000,580,2.35,average
126,584,398,11000,t,f,f,f,f,t,f,f,f,f,t,t,5,English,International,R,39200000,557,1.85,good
90,10,541,1000,f,t,t,f,f,f,f,f,f,t,f,f,0,French,France,PG,25000000,559,1.85,good
93,23,596,2000,f,f,t,f,f,f,f,f,f,f,f,f,10,English,USA,R,41117876,894,1.85,average
98,295,380,720,t,f,f,f,f,t,f,f,f,f,f,f,0,English,USA,R,23000000,581,1.85,good
107,124,100,152,f,f,f,f,f,t,f,f,f,t,t,f,1,English,USA,PG-13,39000000,142,2.35,good
102,36,433,747,f,f,t,f,f,f,f,f,f,t,f,f,1,English,USA,PG-13,41117876,452,1.85,average
106,357,4000,23000,t,f,f,t,f,f,f,f,f,f,f,t,2,English,USA,PG-13,38000000,14000,2.35,good
87,13000,787,940,f,f,t,f,f,f,t,t,f,f,t,f,0,English,USA,PG,39000000,925,1.85,good
119,0,279,2000,t,t,f,f,f,f,f,f,f,f,t,t,0,English,USA,PG-13,40000000,505,2.35,good
110,534,511,865,f,f,f,f,f,t,f,f,f,t,f,f,2,English,USA,PG-13,39000000,534,2.35,average
125,44,420,593,t,f,t,f,f,f,f,f,f,f,t,f,1,English,UK,PG,39000000,542,2.35,average
113,88,785,22000,f,f,t,f,f,f,f,f,f,f,f,f,1,English,USA,PG-13,40000000,13000,1.85,average
150,610,478,755,t,t,f,f,f,t,f,f,f,f,f,f,4,Mandarin,China,R,553632000,643,2.35,good
108,72,559,982,f,f,t,f,f,f,f,f,f,t,f,f,1,English,USA,PG-13,38000000,935,2.35,average
96,126,954,18000,f,f,t,f,f,f,f,f,f,t,f,f,2,English,USA,R,38000000,957,2.35,average
93,36,275,592,f,f,t,f,f,f,f,f,f,f,f,f,2,English,USA,PG,39000000,516,2.35,average
100,0,1000,12000,t,t,t,f,f,f,t,f,f,f,t,f,1,English,USA,PG,38000000,2000,1.85,average
118,18,906,1000,t,t,f,f,f,f,f,f,t,f,t,t,0,English,USA,PG,35000000,946,2.35,average
122,0,7,643,t,f,f,f,f,t,f,f,f,f,f,f,1,Mandarin,International,PG-13,38600000,290,2.35,average
120,508,1000,21000,f,f,f,f,f,t,f,f,f,t,f,f,1,English,USA,PG-13,38000000,11000,2.35,good
60,718,501,23000,f,f,t,f,f,f,t,f,f,f,t,f,4,English,USA,TV-PG,41117876,967,1.33,good
146,278,494,18000,f,f,f,f,f,t,f,f,f,f,f,f,0,English,USA,R,38000000,584,1.85,good
115,150,789,970,f,f,f,t,f,t,f,f,f,f,f,t,1,English,USA,PG-13,38000000,919,2.35,average
123,7,692,931,f,f,t,t,f,f,f,f,f,t,f,f,3,English,USA,PG-13,35000000,754,2.35,average
94,99,377,598,t,f,t,t,f,f,f,f,f,f,f,f,1,English,USA,PG,30000000,557,1.85,average
102,43,280,308,f,f,f,f,f,t,f,f,f,t,f,f,0,English,USA,R,38000000,285,1.85,average
98,11,466,854,f,f,t,f,f,t,f,f,f,f,f,f,1,English,USA,PG,38000000,543,1.85,average
133,2000,541,40000,f,f,f,f,f,f,f,f,t,f,f,t,1,English,Spain,R,38000000,903,2.35,good
118,150,182,24000,f,f,f,t,f,t,f,f,t,f,f,t,0,English,USA,R,38000000,210,2.35,average
105,65,108,628,f,f,f,f,f,t,f,f,f,f,f,f,0,English,USA,R,57000000,316,2.35,average
109,304,736,940,f,f,f,f,f,t,f,f,f,f,f,f,0,English,USA,R,10000000,906,1.85,good
129,0,982,12000,f,t,f,f,f,t,f,f,f,f,f,f,4,English,USA,PG-13,38000000,1000,2.35,average
109,0,145,957,f,f,f,f,f,f,f,t,t,f,t,f,0,English,USA,R,15000000,163,2.35,good
127,123,904,14000,t,f,f,f,f,f,f,f,f,f,t,t,0,English,USA,R,38000000,924,2.35,average
118,11,12,37,f,f,f,t,f,f,f,f,t,f,f,t,1,English,USA,R,37000000,12,2.35,average
110,49,427,1000,t,t,f,f,f,t,f,f,f,f,f,t,2,English,USA,PG-13,38000000,569,2.35,average
90,27,260,13000,f,t,f,f,f,f,t,f,f,f,t,f,0,English,USA,PG,55000000,2000,2.35,average
144,0,15,378,f,f,f,f,f,t,f,f,f,f,f,f,31,English,USA,R,32000000,18,1.85,good
97,2,217,4000,f,t,t,f,f,f,f,f,f,t,f,f,2,English,Italy,R,38000000,476,1.85,average
130,39,534,2000,f,f,f,f,f,t,f,f,f,f,f,f,0,English,USA,PG,40000000,898,2.35,good
112,5,724,17000,t,t,f,f,f,f,f,f,f,f,t,t,0,English,USA,PG-13,38000000,1000,2.35,average
133,0,531,13000,f,f,f,f,f,t,f,f,f,f,f,f,1,English,USA,PG-13,35000000,597,2.35,good
150,0,206,10000,f,f,f,t,f,t,f,f,f,f,f,t,7,English,USA,R,37000000,4000,2.35,good
110,52,651,10000,f,f,t,f,f,t,f,f,f,t,f,f,12,English,USA,PG-13,40000000,2000,2.35,average
96,1000,681,24000,f,f,t,f,f,t,f,f,f,f,f,f,0,English,USA,R,37000000,11000,1.85,good
96,3,35,18000,f,t,t,f,f,f,t,f,f,f,f,f,3,English,USA,PG,37000000,82,2.35,average
123,2000,471,26000,t,f,f,f,f,t,f,f,f,f,f,f,0,English,UK,R,38000000,10000,2.35,good
188,0,272,786,f,f,f,f,f,t,f,f,f,f,f,f,1,English,USA,R,37000000,625,2.35,good
107,0,574,13000,t,f,t,t,f,f,f,f,f,f,f,f,2,English,USA,R,37000000,642,2.35,average
110,11,591,2000,f,f,t,f,f,f,f,f,f,t,f,f,4,English,USA,R,38000000,756,2.35,average
113,188,631,11000,f,f,f,f,f,t,t,f,f,f,f,f,5,English,USA,PG,37000000,680,1.85,good
122,308,10000,17000,f,f,f,f,f,t,f,f,f,t,f,f,1,English,USA,PG-13,37000000,12000,2.35,average
116,415,644,18000,f,f,f,t,f,t,f,f,f,f,f,t,1,English,USA,PG-13,36000000,669,1.85,good
93,10,405,789,t,f,t,t,f,f,f,f,f,f,f,t,1,English,USA,PG-13,65000000,744,1.85,average
118,43,651,740,f,f,t,t,f,f,f,f,f,f,f,f,4,English,USA,R,37000000,707,2.35,good
93,84,263,551,t,f,f,t,f,t,f,f,t,f,f,t,0,English,USA,R,36000000,284,2.35,good
121,883,133,180,t,t,f,f,f,f,f,f,f,f,f,t,3,English,UK,PG,36000000,172,2.35,average
101,38,318,496,f,f,t,f,f,f,f,f,f,f,t,f,8,English,USA,R,36000000,390,1.85,average
107,188,631,11000,f,f,f,f,f,t,t,f,f,f,f,f,0,English,USA,PG,36000000,641,1.85,average
124,287,475,9000,t,t,f,t,f,t,t,f,f,t,f,t,0,English,USA,R,34000000,1000,2.35,average
109,473,582,14000,t,f,f,t,f,t,f,f,f,f,f,t,0,English,USA,R,36000000,919,2.35,average
105,488,13000,15000,f,f,t,f,f,t,f,f,f,t,f,f,1,English,USA,PG-13,37000000,14000,1.85,average
130,0,723,2000,f,f,f,f,f,t,f,f,f,f,f,f,0,English,USA,PG-13,36000000,912,1.85,good
127,96,577,746,f,f,f,f,f,t,f,f,t,t,f,t,1,English,USA,PG-13,36000000,602,2.35,good
114,101,2000,12000,f,f,f,f,f,t,f,t,t,f,f,t,1,English,USA,PG-13,37000000,3000,2.35,average
106,487,263,685,f,f,f,f,f,t,f,f,f,f,t,t,2,English,USA,PG-13,36000000,485,2.35,good
95,31,450,944,f,f,t,f,f,f,f,f,f,t,f,f,0,English,USA,R,36000000,886,1.85,average
81,16,387,541,f,t,t,f,f,f,t,f,f,f,t,f,0,English,USA,G,37000000,521,2.35,average
95,0,642,1000,f,f,t,f,f,f,f,f,f,f,f,f,1,English,USA,PG-13,35200000,812,1.85,average
108,480,706,14000,f,f,t,f,f,f,f,f,f,f,f,f,3,English,USA,R,35000000,839,2.35,good
105,25,51,461,t,f,f,f,f,t,f,f,f,f,f,f,0,Other,International,PG-13,36000000,79,2.35,good
95,116,481,45000,t,t,t,t,f,f,f,f,f,f,f,f,1,English,USA,PG-13,33000000,645,2.35,average
126,13000,488,920,t,t,f,f,f,f,f,f,f,f,f,f,0,English,USA,PG-13,35000000,549,1.85,good
102,596,785,877,f,f,f,f,f,t,f,f,f,f,f,f,0,English,Spain,PG-13,36000000,794,2.35,average
121,503,94,808,t,f,f,t,f,f,f,f,f,f,f,t,2,English,USA,R,35000000,277,2.35,good
129,102,624,768,f,f,f,f,f,t,f,f,f,f,f,f,0,English,USA,PG-13,29000000,734,1.85,good
43,718,452,778,t,f,t,t,f,f,f,f,f,f,f,f,2,English,USA,TV-14,41117876,618,16,average
88,0,640,2000,t,t,t,f,f,f,t,f,f,f,t,f,0,English,USA,PG,35000000,843,1.85,average
106,91,64,18000,f,f,t,t,f,f,f,f,f,f,f,f,5,English,USA,R,35000000,464,2.35,good
110,1000,538,13000,f,t,f,f,f,t,f,f,f,f,f,f,0,English,USA,PG-13,38000000,12000,2.35,good
109,64,505,11000,f,f,t,f,f,t,f,f,f,t,f,f,0,English,USA,PG-13,35000000,11000,2.35,good
143,338,643,12000,f,t,f,f,f,f,f,f,t,f,t,f,2,English,USA,PG,35000000,664,2.35,average
120,91,680,4000,f,f,t,t,f,f,f,f,f,f,f,f,2,English,USA,R,35000000,904,2.35,average
128,17000,387,22000,f,f,f,t,f,f,f,f,f,f,f,t,0,English,USA,R,35000000,1000,2.35,good
123,126,1000,18000,f,f,f,t,f,t,f,f,f,f,f,t,2,English,USA,PG-13,35000000,5000,2.35,good
129,0,213,492,f,f,t,f,f,f,f,f,f,t,f,f,1,English,Japan,R,35000000,392,2.35,average
105,8,278,1000,f,f,t,f,f,f,f,f,f,t,f,f,2,English,USA,PG-13,35000000,358,1.85,average
162,333,362,14000,f,f,f,f,f,t,f,f,f,t,f,f,0,English,USA,R,27000000,1000,1.85,good
138,161,210,18000,f,f,f,t,f,t,f,f,t,f,f,t,2,English,USA,R,35000000,398,2.35,good
100,31,591,947,f,t,t,f,f,f,t,f,f,f,t,f,3,English,USA,PG,35000000,742,2.35,average
90,0,945,19000,f,f,t,f,f,f,f,f,f,f,f,f,0,English,USA,PG-13,35000000,957,1.85,average
108,79,25,900,t,f,f,f,f,f,f,t,f,f,t,t,0,English,USA,R,35000000,759,2.35,average
101,0,574,40000,f,f,f,f,f,f,f,t,f,f,f,f,1,English,USA,X,1800000,852,1.85,good
109,763,311,812,f,f,f,f,f,f,f,t,f,f,t,t,1,English,USA,R,33000000,551,2.35,average
132,130,80,29000,t,t,f,f,f,f,f,f,f,f,f,f,1,English,USA,PG-13,35000000,130,1.85,average
123,130,426,826,f,f,f,f,f,t,t,f,f,f,f,f,0,English,USA,PG,35000000,638,2.35,good
87,14,691,11000,t,t,t,f,f,f,t,f,f,f,t,f,0,English,International,PG,34000000,4000,2.35,average
109,19,568,1000,f,f,f,f,f,t,f,f,f,f,f,f,1,English,USA,PG,35000000,762,1.85,good
109,87,923,15000,f,f,t,f,f,f,f,f,f,t,f,f,2,English,USA,R,35000000,3000,2.35,average
92,89,190,17000,f,f,t,f,f,f,f,f,f,f,f,f,0,English,USA,R,35000000,329,2.35,average
125,102,825,15000,f,f,t,f,f,t,f,f,f,f,f,f,2,English,USA,PG-13,35000000,2000,2.35,good
202,0,318,18000,f,f,f,f,f,t,f,f,f,t,f,f,0,English,USA,PG-13,33000000,848,1.85,good
134,0,120,529,f,f,t,f,f,f,f,f,f,f,f,f,2,English,USA,R,35000000,130,2.35,average
88,12,931,49000,f,f,t,f,f,f,t,f,f,f,f,f,2,English,USA,PG,35000000,1000,1.85,average
92,148,227,978,t,t,f,f,f,f,f,f,f,f,t,t,1,English,USA,R,35000000,593,2.35,average
91,42,766,49000,f,f,t,f,f,f,f,f,f,t,f,f,3,English,USA,PG-13,35000000,838,2.35,average
75,221,553,11000,f,f,t,f,f,f,f,f,f,t,f,f,2,English,USA,PG-13,33000000,970,1.85,average
98,30,664,944,f,f,t,f,f,f,f,f,f,t,f,f,2,English,USA,PG-13,30000000,940,2.35,average
147,179,646,40000,f,f,f,t,f,t,f,f,f,f,f,f,2,English,USA,R,35000000,14000,2.35,good
100,545,766,14000,t,f,f,f,f,f,f,t,f,f,t,f,0,English,UK,R,33000000,2000,1.85,good
120,365,723,887,f,f,f,f,f,f,f,t,f,f,f,f,0,English,USA,PG,10700000,770,2.35,good
104,1000,939,24000,f,f,t,t,f,f,f,f,f,f,f,t,1,English,USA,R,35000000,15000,1.85,average
103,212,248,15000,t,f,f,t,f,t,f,f,t,f,f,t,1,English,Canada,PG-13,35000000,552,2.35,average
109,487,3000,20000,t,f,f,f,f,f,f,f,f,f,t,t,2,English,USA,PG-13,40000000,10000,2.35,good
104,16,584,1000,f,f,t,f,f,f,f,f,f,t,f,f,0,English,USA,PG-13,35000000,700,2.35,average
112,42,196,969,f,f,t,f,f,t,f,f,f,t,f,f,4,English,USA,PG-13,35000000,826,1.85,average
95,19,447,1000,f,t,t,f,f,f,f,f,f,f,f,f,1,English,USA,PG-13,50000000,691,2.35,average
102,23,57,288,f,f,t,f,f,t,t,f,f,f,f,f,1,English,USA,PG,41117876,257,1.85,good
102,133,690,2000,t,t,t,f,f,f,f,f,f,f,f,t,1,English,Japan,PG-13,35000000,1000,2.35,average
150,2000,95,396,f,f,f,f,f,t,f,f,f,f,f,f,0,English,France,R,35000000,338,1.85,good
122,117,140,40000,f,f,f,f,f,f,f,t,t,f,f,t,1,English,USA,R,35000000,1000,2.35,good
101,308,206,446,f,f,f,f,f,t,t,f,f,f,f,f,0,English,USA,PG,30000000,224,2.35,good
108,174,324,730,f,f,f,f,f,f,f,t,f,f,f,f,0,English,Australia,R,30000000,716,1.85,average
98,0,23,20000,f,f,f,f,f,t,f,f,f,t,f,f,2,English,USA,R,27000000,8000,1.85,good
137,16000,363,29000,f,f,f,t,f,t,f,f,f,f,f,f,0,English,USA,R,35000000,6000,2.35,average
112,192,844,1000,f,f,f,f,f,f,f,t,t,f,f,f,0,English,USA,R,35000000,915,2.35,average
101,48,531,775,f,f,f,f,f,t,f,t,f,f,f,f,2,English,USA,R,35000000,541,2.35,average
103,81,636,2000,t,f,f,f,f,f,f,t,f,f,t,f,0,English,USA,R,35000000,683,1.37,average
101,40,398,2000,f,f,f,t,f,t,f,f,f,f,f,t,1,English,USA,R,35000000,648,2.35,average
112,37,480,3000,f,f,t,f,f,t,f,f,f,t,t,f,0,English,USA,PG-13,35000000,874,2.35,average
111,24,455,591,t,t,f,f,f,f,f,f,f,f,t,f,1,English,UK,PG,20000000,488,2.35,average
102,0,769,939,f,f,t,f,f,t,f,f,f,t,f,f,5,English,USA,PG-13,35000000,854,2.35,average
101,357,374,907,t,f,f,t,f,f,f,f,t,f,f,t,0,English,USA,PG-13,35000000,445,2.35,average
155,16000,229,18000,f,f,f,t,f,t,f,f,t,f,f,t,2,English,USA,R,30000000,461,1.85,average
93,8,558,22000,t,f,f,t,f,f,f,f,f,f,f,t,1,English,USA,R,19000000,1000,2.35,average
109,24,167,287,f,f,t,f,f,f,t,f,f,f,f,f,5,English,UK,PG,35000000,175,2.35,average
140,0,210,436,f,f,f,t,f,t,f,f,f,f,f,f,2,English,USA,R,35000000,263,2.35,average
108,251,296,826,f,f,f,f,f,t,f,f,t,f,t,t,0,English,USA,PG-13,30000000,716,2.35,average
96,13,973,11000,f,f,t,f,f,f,t,f,f,t,f,f,1,English,USA,PG,35000000,1000,1.85,average
123,15,745,10000,f,f,f,f,f,t,f,f,f,f,f,f,0,English,UK,PG-13,35000000,979,2.35,good
106,309,63,327,t,f,f,f,f,f,f,f,t,f,f,t,1,English,USA,PG-13,35000000,73,2.35,average
76,2,72,1000,f,t,t,f,f,f,t,f,f,f,f,f,0,English,UK,G,35000000,766,1.85,average
107,161,549,21000,f,f,t,f,f,t,f,f,f,f,f,f,5,English,USA,R,55000000,826,2.35,good
82,82,418,1000,t,f,t,f,f,f,f,f,f,f,t,t,6,English,USA,PG-13,35000000,642,1.85,average
109,90,344,1000,f,f,f,t,f,t,f,f,f,f,f,t,3,English,USA,R,35000000,412,2.35,average
99,0,520,1000,f,f,t,f,f,f,f,t,f,f,f,f,0,English,USA,PG-13,35000000,573,2.35,average
91,192,346,23000,t,f,f,t,f,f,f,f,f,f,f,t,0,English,USA,PG-13,35000000,1000,2.35,average
87,98,253,472,t,f,t,t,f,f,f,f,f,f,f,f,2,English,USA,PG-13,35000000,328,2.35,average
125,159,39,3000,f,t,f,f,f,t,f,f,f,t,f,f,2,English,UK,PG-13,35000000,61,2.35,average
118,138,458,26000,t,f,f,t,f,f,f,f,f,t,f,t,0,English,USA,R,35000000,968,2.35,average
98,12,663,4000,f,f,t,f,f,f,f,f,f,t,f,f,1,English,UK,PG-13,31000000,4000,2.35,average
92,16,734,3000,f,f,t,f,f,f,t,f,f,f,f,f,1,English,USA,PG,35000000,1000,1.85,average
93,0,174,465,t,f,f,f,f,f,f,t,f,f,t,f,1,English,Australia,R,30000000,351,1.85,average
116,170,136,14000,t,t,f,f,f,f,f,f,f,f,f,f,1,English,UK,PG,27000000,192,2.35,average
92,0,10000,11000,f,f,f,f,f,t,f,f,f,f,f,t,3,English,USA,R,35000000,10000,2.35,average
115,468,150,605,t,f,f,f,f,t,f,f,f,f,f,t,3,English,USA,PG-13,35000000,367,2.35,average
120,52,134,553,f,f,t,f,f,f,f,f,f,f,f,f,1,English,USA,R,35000000,214,2.35,good
111,529,505,18000,f,f,f,f,f,t,f,f,f,f,f,f,3,English,USA,R,35000000,826,2.35,good
94,10,141,694,t,f,f,f,f,f,f,f,f,f,f,f,2,English,USA,PG-13,35000000,605,1.85,average
100,212,919,2000,f,f,f,f,f,t,f,f,f,t,f,f,1,English,UK,PG,35000000,1000,2.35,good
101,57,230,1000,t,f,f,t,f,f,f,f,t,f,f,t,1,English,USA,R,35000000,603,2.35,average
139,0,687,11000,f,f,f,f,f,t,f,f,f,f,f,f,0,English,USA,PG-13,32000000,1000,1.85,good
91,85,105,635,t,f,t,f,f,f,f,f,f,f,f,t,0,English,International,R,35000000,316,2.35,average
109,453,120,1000,t,f,f,t,f,t,f,f,f,f,f,t,3,English,USA,R,35000000,206,1.85,average
102,241,127,13000,t,f,f,f,f,f,f,f,t,f,f,t,1,English,USA,R,38000000,891,1.85,average
103,189,766,3000,t,f,f,t,f,t,f,f,f,f,f,t,1,English,USA,R,35000000,967,2.35,average
83,12,690,2000,t,t,f,f,f,f,t,f,f,f,t,f,5,English,USA,PG,35000000,826,1.85,average
123,0,6,23000,f,t,f,f,f,t,f,f,f,f,f,t,0,English,USA,PG,35000000,22,2.35,good
101,31,448,690,t,t,f,f,f,f,f,f,f,f,f,f,0,English,USA,PG,35000000,457,2.35,average
117,0,567,883,f,f,t,f,f,t,f,f,f,t,f,f,1,English,USA,PG-13,35000000,883,2.35,good
60,718,256,2000,f,f,f,t,f,t,f,f,t,f,f,t,1,English,UK,TV-MA,28407999,729,16,good
114,503,697,2000,f,f,f,f,f,t,f,f,f,f,f,f,3,English,USA,PG-13,35000000,864,2.35,good
330,138,672,848,f,f,f,t,f,t,f,f,f,f,f,f,2,English,USA,R,35000000,674,1.66,good
121,55,918,1000,t,f,f,f,f,t,f,f,f,f,t,t,1,English,International,R,35000000,1000,2.35,average
114,0,115,548,f,f,f,t,f,t,f,f,t,f,f,t,1,English,France,R,35000000,298,1.85,average
156,278,249,695,f,f,f,f,f,t,f,f,f,f,f,f,0,English,International,PG,35000000,279,2.35,good
135,22,45,837,f,t,f,f,f,t,f,f,f,t,f,f,1,French,France,R,30623884,541,2.35,good
148,0,0,3,f,f,f,f,f,t,f,f,f,t,f,f,0,English,USA,R,35000000,2,2.35,good
148,0,7,30,f,f,f,f,f,t,f,f,f,f,f,f,0,Spanish,International,R,155008719,9,2.35,good
109,596,282,621,t,t,f,f,f,f,f,f,f,t,t,f,3,English,International,R,155008719,525,1.33,average
93,18,324,4000,t,f,t,t,f,f,f,f,f,f,f,f,2,English,France,PG-13,32000000,820,2.35,average
113,47,129,988,t,f,f,f,f,f,f,f,t,f,t,t,0,English,USA,PG-13,34000000,149,2.35,good
91,31,141,1000,f,f,t,f,f,f,f,f,f,f,f,f,2,English,USA,R,35000000,249,2.35,average
139,17000,94,554,f,f,f,f,f,t,f,f,f,t,f,f,3,English,USA,PG,30000000,382,2.35,good
96,0,1000,20000,f,f,f,f,f,t,f,f,f,f,t,f,0,English,USA,PG-13,35000000,1000,1.85,good
102,3,239,372,t,t,t,f,f,t,f,f,f,f,f,t,0,English,USA,R,34000000,248,2.35,average
96,165,566,12000,t,f,f,t,f,t,f,f,f,f,f,t,1,English,USA,R,35000000,774,2.35,average
101,6000,2,6,f,t,f,f,f,f,t,f,f,f,f,f,0,Japanese,Japan,G,34000000,3,1.85,good
128,88,954,989,f,f,f,f,f,t,f,f,f,t,f,f,0,English,USA,PG-13,34000000,970,2.35,good
109,7,1000,40000,f,f,f,f,f,t,f,f,f,f,t,t,0,English,USA,R,34000000,9000,1.85,average
114,46,292,818,f,t,f,f,f,t,f,f,f,t,f,f,1,English,USA,PG-13,34000000,649,2.35,average
105,125,2000,18000,f,f,t,f,f,f,f,f,f,t,f,f,5,English,USA,PG-13,35000000,2000,2.35,average
141,56,38,113,f,f,f,f,f,t,f,f,f,f,f,f,1,English,UK,PG-13,35000000,98,2.35,good
195,631,521,635,f,f,f,f,f,t,f,f,f,t,f,f,0,English,USA,PG,35000000,631,1.85,good
138,0,574,10000,f,f,f,f,f,t,f,f,f,f,f,t,0,English,USA,R,40000000,2000,2.35,good
101,43,655,2000,t,f,t,t,f,t,f,f,f,f,f,t,0,English,USA,R,33000000,1000,2.35,average
99,67,330,826,t,f,t,t,f,f,f,f,f,f,f,f,1,English,USA,PG-13,30000000,436,1.85,average
89,21,48,614,t,t,f,f,f,f,f,t,f,f,t,t,0,English,USA,PG-13,30000000,150,2.35,average
99,35,433,3000,f,f,f,f,f,t,f,f,f,t,f,f,0,English,USA,PG-13,33000000,594,2.35,average
105,160,491,852,t,t,f,t,f,t,f,f,f,f,f,t,0,English,Germany,R,33000000,521,2.35,average
97,10,178,18000,f,f,f,t,f,f,f,t,t,f,f,t,0,English,USA,R,33000000,223,1.85,average
140,36,336,669,t,f,f,t,f,t,f,f,f,f,f,t,1,English,USA,R,33000000,403,2.35,average
118,41,577,722,f,f,f,f,f,t,f,f,f,t,f,f,0,English,USA,PG-13,10000000,580,2.35,good
94,132,317,26000,t,f,f,t,f,f,f,f,f,f,f,t,2,English,USA,R,30000000,828,2.35,average
124,179,551,11000,f,f,t,f,f,t,f,f,f,t,f,f,3,English,USA,R,38000000,617,2.35,average
134,37,504,11000,t,t,f,f,f,f,f,f,f,f,t,f,0,English,USA,PG,32500000,1000,2.35,good
113,197,43,165,t,f,f,f,f,f,f,f,f,f,t,t,1,English,UK,R,30000000,107,2.35,average
124,335,50,14000,f,f,f,f,f,t,f,f,f,t,f,f,0,English,USA,R,32000000,388,1.85,good
98,136,833,1000,f,f,t,f,f,f,f,f,f,f,f,f,2,English,USA,R,41117876,945,1.85,average
97,4000,8000,22000,f,f,t,f,f,f,t,f,f,t,f,f,1,English,USA,PG,33000000,11000,1.85,good
123,226,796,3000,f,f,f,f,f,t,f,f,f,t,t,f,1,English,USA,PG,32000000,941,2.35,average
99,32,521,773,f,t,t,f,f,f,t,f,f,f,f,f,1,English,Canada,PG,35000000,664,1.85,average
101,503,1000,13000,f,f,t,f,f,t,f,f,f,f,f,f,1,English,USA,PG-13,32000000,1000,1.85,good
92,100,327,678,f,f,t,f,f,f,t,f,f,f,f,f,1,English,Germany,PG,32000000,635,1.85,average
131,176,460,722,f,f,t,f,f,f,f,f,f,t,f,f,6,English,USA,R,32500000,655,2.35,good
107,133,9000,17000,f,f,t,f,f,f,f,f,f,f,f,f,6,English,USA,R,32000000,11000,2.35,good
103,9,573,826,f,f,f,f,f,f,f,t,f,f,f,f,0,English,USA,R,29000000,724,2.35,average
129,88,975,22000,f,f,f,f,f,t,f,f,f,f,f,f,0,English,USA,R,32000000,9000,2.35,good
107,34,1000,23000,t,f,f,t,f,f,f,f,f,f,f,t,5,English,USA,PG-13,20000000,4000,2.35,average
89,16,2000,49000,f,f,t,f,f,f,f,f,f,f,f,f,8,English,USA,R,35000000,22000,2.35,average
